SC3_NAME,SC3_CODE,Local Boundary Name,SampleValues
Faganeanea,ASM-111,VILLAGE,
Fagasa,ASM-112,VILLAGE,
Matu'u,ASM-113,VILLAGE,
Nu'uuli,ASM-114,VILLAGE,
Anua,ASM-121,VILLAGE,
Atu'u,ASM-122,VILLAGE,
Aua,ASM-123,VILLAGE,
Faga'alu,ASM-124,VILLAGE,
Fagatogo,ASM-125,VILLAGE,
Fatumafuti,ASM-126,VILLAGE,
Leloaloa,ASM-127,VILLAGE,
Pago Pago,ASM-128,VILLAGE,
Utulei,ASM-129,VILLAGE,
Alofau,ASM-131,VILLAGE,
Amouli,ASM-132,VILLAGE,
Auasi,ASM-133,VILLAGE,
Aunu'u,ASM-134,VILLAGE,
Pagai,ASM-135,VILLAGE,
Utumea East,ASM-136,VILLAGE,
Afono,ASM-141,VILLAGE,
Alega,ASM-142,VILLAGE,
Amaua,ASM-143,VILLAGE,
Aumi,ASM-144,VILLAGE,
Auto,ASM-145,VILLAGE,
Avaio,ASM-146,VILLAGE,
Faga'itua,ASM-147,VILLAGE,
Lauli'i,ASM-148,VILLAGE,
Masausi,ASM-149,VILLAGE,
Masefau,ASM-1410,VILLAGE,
Sa'ilele,ASM-1411,VILLAGE,
Alao,ASM-151,VILLAGE,
Aoa,ASM-152,VILLAGE,
Onenoa,ASM-153,VILLAGE,
Tula,ASM-154,VILLAGE,
Vatia,ASM-155,VILLAGE,
Faleasao,ASM-211,VILLAGE,
Leusoali'i,ASM-221,VILLAGE,
Maia,ASM-222,VILLAGE,
Ofu,ASM-231,VILLAGE,
Olosega,ASM-241,VILLAGE,
Sili,ASM-242,VILLAGE,
Luma,ASM-251,VILLAGE,
Si'ufaga,ASM-252,VILLAGE,
Rose island,ASM-311,VILLAGE,
Swains Island,ASM-321,VILLAGE,
Afao,ASM-411,VILLAGE,
Agugulu,ASM-412,VILLAGE,
Amaluia,ASM-413,VILLAGE,
Amanave,ASM-414,VILLAGE,
Asili,ASM-415,VILLAGE,
Fagali'i,ASM-416,VILLAGE,
Fagamalo,ASM-417,VILLAGE,
Failolo,ASM-418,VILLAGE,
Leone,ASM-419,VILLAGE,
Maloata,ASM-4110,VILLAGE,
Nua,ASM-4111,VILLAGE,
Poloa,ASM-4112,VILLAGE,
Se'etaga,ASM-4113,VILLAGE,
Utumea West,ASM-4114,VILLAGE,
Aasu,ASM-421,VILLAGE,
Aoloau,ASM-422,VILLAGE,
Malaeloa/Aitulagi,ASM-423,VILLAGE,
Futiga,ASM-431,VILLAGE,
Malaeloa/Ituau,ASM-432,VILLAGE,
Taputimu,ASM-433,VILLAGE,
Vailoatai,ASM-434,VILLAGE,
Faleniu,ASM-441,VILLAGE,
Ili'ili,ASM-442,VILLAGE,
Malaeimi,ASM-443,VILLAGE,
Mapusagafou,ASM-444,VILLAGE,
Mesepa,ASM-445,VILLAGE,
Pava'ia'i,ASM-446,VILLAGE,
Tafuna,ASM-447,VILLAGE,
Vaitogi,ASM-448,VILLAGE,
Te Ngatangi,COK-28,CENSUS DISTRICT,
Ngatiarua-Atiu,COK-26,CENSUS DISTRICT,
Areora,COK-27,CENSUS DISTRICT,
Tamarua,COK-21,CENSUS DISTRICT,
Karanga,COK-23,CENSUS DISTRICT,
Tavaenga,COK-18,CENSUS DISTRICT,
Kaumata,COK-19,CENSUS DISTRICT,
Te Makatea,COK-20,CENSUS DISTRICT,
Nassau,COK-38,CENSUS DISTRICT,
Palmerston,COK-34,CENSUS DISTRICT,
Tukao,COK-40,CENSUS DISTRICT,
Tauhunu,COK-39,CENSUS DISTRICT,
Areora & Makatea,COK-30,CENSUS DISTRICT,
Kimiangatau,COK-29,CENSUS DISTRICT,
Ngatiarua-Mauke,COK-31,CENSUS DISTRICT,
Ngake,COK-35,CENSUS DISTRICT,
Yato,COK-37,CENSUS DISTRICT,
Roto,COK-36,CENSUS DISTRICT,
Takaue-Mangarei,COK-32,CENSUS DISTRICT,
Auta-Atai,COK-33,CENSUS DISTRICT,
Mapumai,COK-24,CENSUS DISTRICT,
Te Enui,COK-25,CENSUS DISTRICT,
Ivirua,COK-22,CENSUS DISTRICT,
Nikao-Panama,COK-06,CENSUS DISTRICT,
Avatiu-Ruatonga,COK-05,CENSUS DISTRICT,
Pue-Matavera,COK-01,CENSUS DISTRICT,
Tupapa-Marairenga,COK-02,CENSUS DISTRICT,
Tutakimoa-Teotue,COK-04,CENSUS DISTRICT,
Takuvaine-Parekura,COK-03,CENSUS DISTRICT,
Matavera,COK-12,CENSUS DISTRICT,
Titikaveka,COK-10,CENSUS DISTRICT,
Ngatangiia,COK-11,CENSUS DISTRICT,
Akaoa,COK-08,CENSUS DISTRICT,
Murienua,COK-09,CENSUS DISTRICT,
Ruaau,COK-07,CENSUS DISTRICT,
Amuri - Ureia,COK-13,CENSUS DISTRICT,
Vaipae -Avanui,COK-15,CENSUS DISTRICT,
Tautu,COK-17,CENSUS DISTRICT,
Arutanga,COK-14,CENSUS DISTRICT,
Matara,COK-41,CENSUS DISTRICT,
Numahanga,COK-42,CENSUS DISTRICT,
Te Tautua,COK-43,CENSUS DISTRICT,
Omoka,COK-44,CENSUS DISTRICT,
Suwarrow National Park,COK-45,CENSUS DISTRICT,
Namosi,FJI-1001,TIKINA,
Veivatuloa,FJI-1002,TIKINA,
Wainikoroiluva,FJI-1003,TIKINA,
Ba,FJI-101,TIKINA,
Magodro,FJI-102,TIKINA,
Nadi,FJI-103,TIKINA,
Naviti,FJI-104,TIKINA,
Nawaka,FJI-105,TIKINA,
Tavua,FJI-106,TIKINA,
Vuda,FJI-107,TIKINA,
Yasawa,FJI-108,TIKINA,
Nakorotubu,FJI-1101,TIKINA,
Nalawa,FJI-1102,TIKINA,
Rakiraki,FJI-1103,TIKINA,
Saivou,FJI-1104,TIKINA,
Beqa,FJI-1201,TIKINA,
Noco,FJI-1202,TIKINA,
Rewa,FJI-1203,TIKINA,
Suva,FJI-1204,TIKINA,
Nuku,FJI-1301,TIKINA,
Serua,FJI-1302,TIKINA,
Bau,FJI-1401,TIKINA,
Nakelo,FJI-1402,TIKINA,
Sawakasa,FJI-1403,TIKINA,
Verata,FJI-1404,TIKINA,
Wainibuka,FJI-1405,TIKINA,
Itumuta,FJI-1501,TIKINA,
Itutiu,FJI-1502,TIKINA,
Juju,FJI-1503,TIKINA,
Malhaha,FJI-1504,TIKINA,
Noatau,FJI-1505,TIKINA,
Oinafa,FJI-1506,TIKINA,
Pepjei,FJI-1507,TIKINA,
Bua,FJI-201,TIKINA,
Vuya,FJI-202,TIKINA,
Wainunu,FJI-203,TIKINA,
Cakaudrove,FJI-301,TIKINA,
Nasavusavu,FJI-302,TIKINA,
Rabi,FJI-303,TIKINA,
Saqani,FJI-304,TIKINA,
Tunuloa,FJI-305,TIKINA,
Vaturova,FJI-306,TIKINA,
Wailevu,FJI-307,TIKINA,
Wainikeli,FJI-308,TIKINA,
Nabukelevu,FJI-401,TIKINA,
Naceva,FJI-402,TIKINA,
Nakasaleka,FJI-403,TIKINA,
Tavuki,FJI-404,TIKINA,
Cicia,FJI-501,TIKINA,
Kabara,FJI-502,TIKINA,
Lakeba,FJI-503,TIKINA,
Lomaloma,FJI-504,TIKINA,
Matuku,FJI-505,TIKINA,
Moala,FJI-506,TIKINA,
Moce,FJI-507,TIKINA,
Mualevu,FJI-508,TIKINA,
Nayau,FJI-509,TIKINA,
Oneata,FJI-510,TIKINA,
Ono,FJI-511,TIKINA,
Totoya,FJI-512,TIKINA,
Vulaga,FJI-513,TIKINA,
LauOther,FJI-514,TIKINA,
Batiki,FJI-601,TIKINA,
Gau,FJI-602,TIKINA,
Koro,FJI-603,TIKINA,
Nairai,FJI-604,TIKINA,
Ovalau,FJI-605,TIKINA,
LomaiOther,FJI-606,TIKINA,
Cikobia,FJI-701,TIKINA,
Dogotuki,FJI-702,TIKINA,
Labasa,FJI-703,TIKINA,
Macuata,FJI-704,TIKINA,
Sasa,FJI-705,TIKINA,
Baravi,FJI-801,TIKINA,
Cuvu,FJI-802,TIKINA,
Malolo,FJI-803,TIKINA,
Malomalo,FJI-804,TIKINA,
Nasigatoka,FJI-805,TIKINA,
Navosa,FJI-806,TIKINA,
Ruwailevu,FJI-807,TIKINA,
Vatulele,FJI-808,TIKINA,
Lomaivuna,FJI-901,TIKINA,
Matailobau,FJI-902,TIKINA,
Naitasiri,FJI-903,TIKINA,
Waimaro,FJI-904,TIKINA,
Wainimala,FJI-905,TIKINA,
Agana Heights,GUM-1,MUNICIPALITY,
Agat,GUM-2,MUNICIPALITY,
Asan,GUM-3,MUNICIPALITY,
Barrigada,GUM-4,MUNICIPALITY,
Chalan-Pago-Ordot,GUM-5,MUNICIPALITY,
Dededo,GUM-6,MUNICIPALITY,
Hagåtña,GUM-7,MUNICIPALITY,
Inarajan,GUM-8,MUNICIPALITY,
Mangilao,GUM-9,MUNICIPALITY,
Merizo,GUM-10,MUNICIPALITY,
Mongmong-Toto-Maite,GUM-11,MUNICIPALITY,
Piti,GUM-12,MUNICIPALITY,
Santa Rita,GUM-13,MUNICIPALITY,
Sinajana,GUM-14,MUNICIPALITY,
Talofofo,GUM-15,MUNICIPALITY,
Tamuning,GUM-16,MUNICIPALITY,
Umatac,GUM-17,MUNICIPALITY,
Yigo,GUM-18,MUNICIPALITY,
Yona,GUM-19,MUNICIPALITY,
Makin,KIR-201,VILLAGE,
Kiebu,KIR-202,VILLAGE,
Tanimaiaki,KIR-304,VILLAGE,
Keuea,KIR-302,VILLAGE,
Bikati,KIR-311,VILLAGE,
Ukiangang,KIR-310,VILLAGE,
Tabonuea,KIR-305,VILLAGE,
Tanimainiku,KIR-303,VILLAGE,
Kuuma,KIR-301,VILLAGE,
Bainuna,KIR-405,VILLAGE,
Buota,KIR-403,VILLAGE,
Temotu,KIR-402,VILLAGE,
Rawannawi,KIR-401,VILLAGE,
Antaai,KIR-408,VILLAGE,
Tekuanga,KIR-407,VILLAGE,
Norauea,KIR-406,VILLAGE,
Nabeina,KIR-611,VILLAGE,
Taratai,KIR-605,VILLAGE,
Bubutei,KIR-812,VILLAGE,
Toora,KIR-807,VILLAGE,
Teitai,KIR-809,VILLAGE,
Tebanga,KIR-911,VILLAGE,
Manoku,KIR-912,VILLAGE,
Kariatebike,KIR-909,VILLAGE,
Abatiku,KIR-901,VILLAGE,
Kauma,KIR-906,VILLAGE,
Baretoa,KIR-907,VILLAGE,
Tabontebike,KIR-908,VILLAGE,
Bangotantekabaia,KIR-910,VILLAGE,
Temanoku,KIR-1204,VILLAGE,
Teuabu,KIR-1203,VILLAGE,
Abamakoro,KIR-1201,VILLAGE,
Benuaroa,KIR-1202,VILLAGE,
Rotima,KIR-1205,VILLAGE,
Tekabwibwi,KIR-1301,VILLAGE,
Tekaman,KIR-1302,VILLAGE,
Tanaeang,KIR-1303,VILLAGE,
Buota,KIR-1304,VILLAGE,
Terikiai,KIR-1305,VILLAGE,
Eita,KIR-1306,VILLAGE,
Utiroa,KIR-1307,VILLAGE,
Tauma,KIR-1308,VILLAGE,
Kabuna,KIR-1309,VILLAGE,
Tenatorua,KIR-1310,VILLAGE,
Bangai,KIR-1311,VILLAGE,
Aiwa,KIR-1312,VILLAGE,
Tewai,KIR-1401,VILLAGE,
Taungaeaka,KIR-1402,VILLAGE,
Buariki,KIR-1403,VILLAGE,
Nikutoru,KIR-1404,VILLAGE,
Katabanga,KIR-1405,VILLAGE,
Tabuarorae,KIR-1707,VILLAGE,
Aiaki,KIR-1706,VILLAGE,
Otowae,KIR-1705,VILLAGE,
Temao,KIR-1704,VILLAGE,
Muribenua,KIR-1601,VILLAGE,
Tabutoa,KIR-1602,VILLAGE,
Rungata,KIR-1603,VILLAGE,
Manriki,KIR-1604,VILLAGE,
Nikumanu,KIR-1605,VILLAGE,
Tabomatang,KIR-1606,VILLAGE,
Tekarakan,KIR-404,VILLAGE,
Ribono,KIR-502,VILLAGE,
Takarano,KIR-503,VILLAGE,
Ubwanteman,KIR-504,VILLAGE,
Tebunginako,KIR-505,VILLAGE,
Taburao,KIR-511,VILLAGE,
Tebero,KIR-512,VILLAGE,
Aoneaba,KIR-517,VILLAGE,
Tabontebike,KIR-518,VILLAGE,
Nuotaea,KIR-501,VILLAGE,
Buariki,KIR-601,VILLAGE,
Tearinibai,KIR-602,VILLAGE,
Kainaba,KIR-610,VILLAGE,
Tabiteuea,KIR-612,VILLAGE,
Abatao,KIR-613,VILLAGE,
Buota,KIR-614,VILLAGE,
Tebikerai,KIR-801,VILLAGE,
Tebiauaea,KIR-810,VILLAGE,
Raweai,KIR-811,VILLAGE,
Tokamauea,KIR-902,VILLAGE,
Tabiang,KIR-903,VILLAGE,
Tekatirirake,KIR-904,VILLAGE,
Tanimainiku,KIR-905,VILLAGE,
Oneeke,KIR-1001,VILLAGE,
Marenaua,KIR-1002,VILLAGE,
Tabontebike,KIR-1003,VILLAGE,
Buariki,KIR-1004,VILLAGE,
Norauea,KIR-1005,VILLAGE,
Takaeang,KIR-1101,VILLAGE,
Buariki,KIR-1102,VILLAGE,
Baurua,KIR-1103,VILLAGE,
Autukia,KIR-1206,VILLAGE,
Matang,KIR-1207,VILLAGE,
Taboiaki,KIR-1208,VILLAGE,
Temotu,KIR-1209,VILLAGE,
Taku,KIR-1406,VILLAGE,
Teteirio,KIR-1506,VILLAGE,
Taubukiniberu,KIR-1507,VILLAGE,
Autukia,KIR-1501,VILLAGE,
Abaiang,KIR-2001,VILLAGE,
Tereitaki,KIR-2102,VILLAGE,
Betania,KIR-2103,VILLAGE,
Paelau,KIR-2104,VILLAGE,
Aontenaa,KIR-2105,VILLAGE,
Tereitannano,KIR-2107,VILLAGE,
Poland,KIR-2204,VILLAGE,
London,KIR-2201,VILLAGE,
Tabwakea,KIR-2202,VILLAGE,
Banana,KIR-2203,VILLAGE,
Kanton,KIR-2301,VILLAGE,
Boutoa,KIR-1006,VILLAGE,
Antereen,KIR-102,VILLAGE,
Tabwewa,KIR-101,VILLAGE,
Umwa,KIR-103,VILLAGE,
Temanokunuea,KIR-308,VILLAGE,
Taubukinimeang,KIR-307,VILLAGE,
Onomaru,KIR-309,VILLAGE,
Tabonibara,KIR-609,VILLAGE,
Nuatabu,KIR-603,VILLAGE,
Tebwangaroi,KIR-604,VILLAGE,
Tematantongo,KIR-803,VILLAGE,
Tekaranga,KIR-802,VILLAGE,
Tebwanga,KIR-805,VILLAGE,
Aobike,KIR-804,VILLAGE,
Tanaeang,KIR-1702,VILLAGE,
Buariki,KIR-1703,VILLAGE,
Tekawa,KIR-1701,VILLAGE,
Eriko,KIR-1508,VILLAGE,
Aonobuaka,KIR-507,VILLAGE,
Borotiam,KIR-506,VILLAGE,
Koinawa,KIR-508,VILLAGE,
Ewena,KIR-510,VILLAGE,
Morikao,KIR-509,VILLAGE,
Tuarabu,KIR-514,VILLAGE,
Tabwiroa,KIR-513,VILLAGE,
Tanimaiaki,KIR-515,VILLAGE,
Tebwanga,KIR-516,VILLAGE,
Nooto,KIR-606,VILLAGE,
Abaokoro,KIR-607,VILLAGE,
Marenanuka,KIR-608,VILLAGE,
Temwangaua,KIR-806,VILLAGE,
Taboiaki,KIR-1509,VILLAGE,
Rongorongo,KIR-1504,VILLAGE,
Aoniman,KIR-1503,VILLAGE,
Tabiang,KIR-1502,VILLAGE,
Roreti,KIR-1902,VILLAGE,
Tamaroa,KIR-1901,VILLAGE,
Barebuka,KIR-1801,VILLAGE,
Bakaka,KIR-1802,VILLAGE,
Bakarawa,KIR-1803,VILLAGE,
Tangkore,KIR-2005,VILLAGE,
Matanibike,KIR-2006,VILLAGE,
Arabata,KIR-2007,VILLAGE,
Mwakeitari,KIR-2008,VILLAGE,
Onauea,KIR-2009,VILLAGE,
Kauamwemwe,KIR-2002,VILLAGE,
Uteute,KIR-2003,VILLAGE,
Mwanuku,KIR-2109,VILLAGE,
Aramari,KIR-2108,VILLAGE,
Bonriki,KIR-702,VILLAGE,
Temaiku,KIR-703,VILLAGE,
Causeway,KIR-704,VILLAGE,
Betio,KIR-716,VILLAGE,
Bikenibeu,KIR-705,VILLAGE,
Abarao,KIR-706,VILLAGE,
Eita,KIR-707,VILLAGE,
Tangintebu,KIR-708,VILLAGE,
Taborio,KIR-709,VILLAGE,
Ambo,KIR-710,VILLAGE,
Banraeaba,KIR-711,VILLAGE,
Antebuka,KIR-712,VILLAGE,
Teaoraereke,KIR-713,VILLAGE,
Nanikai,KIR-714,VILLAGE,
Bairiki,KIR-715,VILLAGE,
Tanaea,KIR-701,VILLAGE,
Antekana,KIR-306,VILLAGE,
Tebangetua,KIR-808,VILLAGE,
Nuka,KIR-1505,VILLAGE,
Tenenebo,KIR-2106,VILLAGE,
Utirik,MHL-24,ATOLL,
Mejit,MHL-17,ATOLL,
Namdrik,MHL-19,ATOLL,
Jabat,MHL-8,ATOLL,
Lib,MHL-13,ATOLL,
Ujae,MHL-22,ATOLL,
Wotho,MHL-25,ATOLL,
Rongelap,MHL-21,ATOLL,
Kili,MHL-10,ATOLL,
Eneu,MHL-5,ATOLL,
Enewetak,MHL-7,ATOLL,
Ailuk,MHL-2,ATOLL,
Arno,MHL-3,ATOLL,
Aur,MHL-4,ATOLL,
Jaluit,MHL-9,ATOLL,
Kwajalein,MHL-11,ATOLL,
Lae,MHL-12,ATOLL,
Likiep,MHL-14,ATOLL,
Majuro,MHL-15,ATOLL,
Maloelap,MHL-16,ATOLL,
Mili,MHL-18,ATOLL,
Namu,MHL-20,ATOLL,
Wotje,MHL-26,ATOLL,
Ebon,MHL-6,ATOLL,
Ailinglaplap,MHL-1,ATOLL,
Sokehs,FSM-304,MUNICIPALITY,
Fefen,FSM-205,MUNICIPALITY,
Siis,FSM-206,MUNICIPALITY,
Uman,FSM-207,MUNICIPALITY,
Parem,FSM-208,MUNICIPALITY,
Eot,FSM-209,MUNICIPALITY,
Udot,FSM-210,MUNICIPALITY,
Romanum,FSM-211,MUNICIPALITY,
Fanapanges,FSM-212,MUNICIPALITY,
Wonei,FSM-213,MUNICIPALITY,
Weno,FSM-201,MUNICIPALITY,
Kapingamarangi,FSM-311,MUNICIPALITY,
PiisPenau,FSM-202,MUNICIPALITY,
Fono,FSM-203,MUNICIPALITY,
Tonoas,FSM-204,MUNICIPALITY,
Paata,FSM-214,MUNICIPALITY,
Tol,FSM-215,MUNICIPALITY,
Polle,FSM-216,MUNICIPALITY,
Lelu,FSM-401,MUNICIPALITY,
Tafunsak,FSM-404,MUNICIPALITY,
Malem,FSM-402,MUNICIPALITY,
Utwe,FSM-403,MUNICIPALITY,
Madolenihmw,FSM-301,MUNICIPALITY,
U,FSM-302,MUNICIPALITY,
Nett,FSM-303,MUNICIPALITY,
Kolonia,FSM-306,MUNICIPALITY,
Kitti,FSM-305,MUNICIPALITY,
Rull,FSM-108,MUNICIPALITY,
Gilman,FSM-110,MUNICIPALITY,
Kanifay,FSM-109,MUNICIPALITY,
Gagil,FSM-103,MUNICIPALITY,
Maap,FSM-102,MUNICIPALITY,
Pollap,FSM-230,MUNICIPALITY,
Tamatam,FSM-231,MUNICIPALITY,
Makur,FSM-232,MUNICIPALITY,
Onou,FSM-234,MUNICIPALITY,
Unanu,FSM-235,MUNICIPALITY,
Onoun,FSM-233,MUNICIPALITY,
Piherech,FSM-236,MUNICIPALITY,
Nomwin,FSM-237,MUNICIPALITY,
Fananu,FSM-238,MUNICIPALITY,
Ruo,FSM-239,MUNICIPALITY,
Murillo,FSM-240,MUNICIPALITY,
Lekinoch,FSM-222,MUNICIPALITY,
Oneop,FSM-223,MUNICIPALITY,
Tomil,FSM-104,MUNICIPALITY,
Dalipebinaw,FSM-107,MUNICIPALITY,
Weloy,FSM-106,MUNICIPALITY,
Rumung,FSM-101,MUNICIPALITY,
Fanif,FSM-105,MUNICIPALITY,
Nukuoro,FSM-310,MUNICIPALITY,
Pingelap,FSM-308,MUNICIPALITY,
Sapwuafik,FSM-309,MUNICIPALITY,
Mwokilloa,FSM-307,MUNICIPALITY,
Houk,FSM-228,MUNICIPALITY,
Polowat,FSM-229,MUNICIPALITY,
Satowan,FSM-224,MUNICIPALITY,
Nema,FSM-217,MUNICIPALITY,
Losap,FSM-218,MUNICIPALITY,
PiisEmwar,FSM-219,MUNICIPALITY,
Namoluk,FSM-220,MUNICIPALITY,
Ettal,FSM-221,MUNICIPALITY,
Kuttu,FSM-225,MUNICIPALITY,
Moch,FSM-226,MUNICIPALITY,
Ta,FSM-227,MUNICIPALITY,
Woleai,FSM-114,MUNICIPALITY,
Eauripik,FSM-115,MUNICIPALITY,
Ifalik,FSM-116,MUNICIPALITY,
Faraulep,FSM-117,MUNICIPALITY,
Elato,FSM-118,MUNICIPALITY,
Lamotrek,FSM-119,MUNICIPALITY,
Satawal,FSM-120,MUNICIPALITY,
Ulithi,FSM-111,MUNICIPALITY,
Fais,FSM-112,MUNICIPALITY,
Ngulu,FSM-113,MUNICIPALITY,
Yaren,NRU-01,DISTRICT,
Boe,NRU-02,DISTRICT,
Aiwo,NRU-03,DISTRICT,
Buada,NRU-04,DISTRICT,
Denigomodu,NRU-05,DISTRICT,
Nibok,NRU-06,DISTRICT,
Uaeboe,NRU-07,DISTRICT,
Baitsi,NRU-08,DISTRICT,
Ewa,NRU-09,DISTRICT,
Anibare,NRU-13,DISTRICT,
Anetan,NRU-10,DISTRICT,
Anabar,NRU-11,DISTRICT,
Ijuw,NRU-12,DISTRICT,
Meneng,NRU-14,DISTRICT,
Location,NRU-15,DISTRICT,
Lifou,NCL-11,COMMUNE,
Maré,NCL-12,COMMUNE,
Ouvéa,NCL-13,COMMUNE,
Bélep,NCL-21,COMMUNE,
Canala,NCL-22,COMMUNE,
Hienghène,NCL-23,COMMUNE,
Houaïlou,NCL-24,COMMUNE,
Kaala-Gomen,NCL-25,COMMUNE,
Koné,NCL-26,COMMUNE,
Kouaoua,NCL-27,COMMUNE,
Koumac,NCL-28,COMMUNE,
Ouégoa,NCL-29,COMMUNE,
Poindimié,NCL-210,COMMUNE,
Ponérihouen,NCL-211,COMMUNE,
Pouébo,NCL-212,COMMUNE,
Pouembout,NCL-213,COMMUNE,
Poum,NCL-214,COMMUNE,
Poya (north part),NCL-215,COMMUNE,
Touho,NCL-216,COMMUNE,
Unkknown,NCL-217,COMMUNE,
Voh,NCL-218,COMMUNE,
Boulouparis,NCL-31,COMMUNE,
Bourail,NCL-32,COMMUNE,
Dumbéa,NCL-33,COMMUNE,
Farino,NCL-34,COMMUNE,
l'Île des Pins,NCL-35,COMMUNE,
La Foa,NCL-36,COMMUNE,
Moindou,NCL-37,COMMUNE,
Mont-Dore,NCL-38,COMMUNE,
Nouméa,NCL-39,COMMUNE,
Païta,NCL-310,COMMUNE,
Poya (south part),NCL-311,COMMUNE,
Sarraméa,NCL-312,COMMUNE,
Thio,NCL-313,COMMUNE,
Yaté,NCL-314,COMMUNE,
Tuapa,NIU-13.0,VILLAGE,
Namukulu,NIU-10.0,VILLAGE,
Hikutavake,NIU-5.0,VILLAGE,
Toi,NIU-12.0,VILLAGE,
Mutalau,NIU-9.0,VILLAGE,
Lakepa,NIU-6.0,VILLAGE,
Liku,NIU-7.0,VILLAGE,
Hakupu,NIU-4.0,VILLAGE,
Vaiea,NIU-14.0,VILLAGE,
Avatele,NIU-3.0,VILLAGE,
Tamakautoga,NIU-11.0,VILLAGE,
Alofi South,NIU-2.0,VILLAGE,
Alofi North,NIU-1.0,VILLAGE,
Makefu,NIU-8.0,VILLAGE,
Tinian (Mid West),MNP-206,VILLAGE,
Marpo Heights,MNP-201,VILLAGE,
San Jose,MNP-202,VILLAGE,
Carolinas Heights,MNP-204,VILLAGE,
Marpo Valley (Mid East),MNP-203,VILLAGE,
Northern Tinian (Old Village),MNP-205,VILLAGE,
Carolinas,MNP-207,VILLAGE,
Nanasu,MNP-181,VILLAGE,
Kalabera,MNP-174,VILLAGE,
As Matuis,MNP-109,VILLAGE,
China Town,MNP-130,VILLAGE,
Garapan Village,MNP-135,VILLAGE,
Kagman IV,MNP-148,VILLAGE,
San Vicente Village Updated,MNP-168,VILLAGE,
Opyan,MNP-159,VILLAGE,
Dandan Village,MNP-132,VILLAGE,
Marpi,MNP-155,VILLAGE,
I Maddok,MNP-142,VILLAGE,
Pidos Kahalo,MNP-161,VILLAGE,
Tangke,MNP-172,VILLAGE,
Achugao,MNP-178,VILLAGE,
As Teo,MNP-115,VILLAGE,
Kagman III,MNP-147,VILLAGE,
Kagman II,MNP-146,VILLAGE,
As Gonna,MNP-106,VILLAGE,
As Lito,MNP-107,VILLAGE,
Papago,MNP-160,VILLAGE,
As Perdido,MNP-112,VILLAGE,
As Akina,MNP-104,VILLAGE,
Sabaneta,MNP-184,VILLAGE,
I Pitot,MNP-144,VILLAGE,
San Antonio Village,MNP-165,VILLAGE,
Afetnas,MNP-102,VILLAGE,
Koberville,MNP-151,VILLAGE,
Chalan Kanoa I,MNP-121,VILLAGE,
Tottotville,MNP-182,VILLAGE,
I Fadang,MNP-140,VILLAGE,
I Naftan,MNP-143,VILLAGE,
Chalan Piao,MNP-127,VILLAGE,
San Jose (Oleai),MNP-166,VILLAGE,
Susupe Village,MNP-169,VILLAGE,
Chalan Kanoa II Village,MNP-122,VILLAGE,
Finasisu,MNP-134,VILLAGE,
Dagu,MNP-131,VILLAGE,
Chalan Kiya,MNP-125,VILLAGE,
As Terlaje,MNP-116,VILLAGE,
Gualo Rai Village,MNP-136,VILLAGE,
Kannat Tabla,MNP-150,VILLAGE,
As Rabagau,MNP-114,VILLAGE,
I Denni,MNP-139,VILLAGE,
I Akgak,MNP-138,VILLAGE,
Capitol Hill,MNP-118,VILLAGE,
As Falipe,MNP-105,VILLAGE,
Fananganan,MNP-179,VILLAGE,
Laulau Bay,MNP-152,VILLAGE,
Kagman Village,MNP-180,VILLAGE,
As Mahetog,MNP-108,VILLAGE,
Tanapag Village,MNP-171,VILLAGE,
San Roque Village,MNP-167,VILLAGE,
Matansa,MNP-156,VILLAGE,
Fanonchuluyan,MNP-133,VILLAGE,
Banaderu,MNP-117,VILLAGE,
Talafofo,MNP-170,VILLAGE,
As Palacios,MNP-110,VILLAGE,
Lower Base,MNP-154,VILLAGE,
Kagman I,MNP-145,VILLAGE,
Chacha,MNP-119,VILLAGE,
Sadog Tasi,MNP-164,VILLAGE,
Puerto Rico,MNP-162,VILLAGE,
American Memorial Park,MNP-177,VILLAGE,
Chalan Galaide,MNP-120,VILLAGE,
Navy Hill Village,MNP-158,VILLAGE,
Tapochao,MNP-173,VILLAGE,
Halaihai,MNP-137,VILLAGE,
Chalan Kanoa III,MNP-123,VILLAGE,
Chalan Kanoa IV,MNP-124,VILLAGE,
Chalan Laulau,MNP-126,VILLAGE,
Maturana Hill,MNP-157,VILLAGE,
I Liyang,MNP-141,VILLAGE,
Agingan,MNP-103,VILLAGE,
Chalan Rueda,MNP-129,VILLAGE,
Agusan,MNP-341,VILLAGE,
Afatung (Wildlife Area),MNP-329,VILLAGE,
Makmak,MNP-314,VILLAGE,
As Niebes (Nieves),MNP-309,VILLAGE,
Talo,MNP-317,VILLAGE,
Tagalo Ogso,MNP-320,VILLAGE,
Songsong,MNP-301,VILLAGE,
Pekngasu,MNP-340,VILLAGE,
Mt. Sabana (Minachage),MNP-321,VILLAGE,
Annex F,MNP-306,VILLAGE,
Mananana,MNP-318,VILLAGE,
Apanon,MNP-315,VILLAGE,
I Chenchon,MNP-312,VILLAGE,
Agatasi/Payapai,MNP-328,VILLAGE,
Ugis,MNP-308,VILLAGE,
Finata,MNP-330,VILLAGE,
Sayan Gigani,MNP-342,VILLAGE,
Alaguan,MNP-327,VILLAGE,
Duge,MNP-338,VILLAGE,
Tatgua,MNP-307,VILLAGE,
Mochong,MNP-339,VILLAGE,
